0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 1 1.0 0.0 4.0799999999999996e-05 0 0
2 0 0 1.2e-06 MF 1 0.9864075471627056 0.0 6.0719999999999995e-05 0 0
3 35 0 0.0 MF 1 1.0 0.0 4.86e-05 0 0
4 35 0 6e-06 MF 1 1.0 0.0 6.444e-05 0 0
5 24 0 0.0 MF 1 1.0 0.0 2.8199999999999998e-05 0 0
6 25 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
7 26 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
8 3 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
9 4 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
10 23 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
11 28 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
12 23 0 1.2e-06 MF 1 1.0 0.0 5.472e-05 0 0
13 22 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
14 22 0 1.2e-06 MF 1 1.0 0.0 7.548e-05 0 0
15 21 0 0.0 MF 1 1.0 0.0 4.02e-05 0 0
16 22 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 0.000188592 0 0
17 23 0 1.68e-06 MF 1 0.9864075471627056 0.0 0.000108288 0 0
18 4 0 1.2e-06 MF 1 1.0 0.0 5.868e-05 0 0
19 29 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
20 4 0 5.88e-06 MF 1 0.9864075471627056 0.0 7.4472e-05 0 0
21 3 0 6e-07 MF 1 1.0 0.0 5.652e-05 0 0
22 2 0 0.0 MF 1 1.0 0.0 2.7000000000000002e-05 0 0
23 1 0 0.0 MF 1 1.0 0.0 4.26e-05 0 0
24 1 0 1.2e-06 MF 1 1.0 0.0 9.923999999999999e-05 0 0
25 1 0 1.68e-06 MF 1 0.9864075471627056 0.0 8.769600000000001e-05 0 0
26 1 0 1.872e-06 MF 1 0.9539097119402661 0.0 9.38784e-05 0 0
27 2 0 1.2e-06 MF 1 1.0 0.0 5.940000000000001e-05 0 0
28 26 0 1.2e-06 MF 1 1.0 0.0 6.072e-05 0 0
29 24 0 6e-07 MF 1 1.0 0.0 5.8679999999999994e-05 0 0
30 2 0 1.68e-06 MF 1 0.9864075471627056 0.0 0.00010236 0 0
31 3 0 1.44e-06 MF 1 0.9864075471627056 0.0 0.000100008 0 0
32 4 0 3.552e-06 MF 1 0.9539097119402662 0.0 0.0001101888 0 0
33 3 0 1.776e-06 MF 1 0.9539097119402662 0.0 8.68032e-05 0 0
34 25 0 1.2e-06 MF 1 1.0 0.0 6.852e-05 0 0
35 24 0 1.44e-06 MF 1 0.9864075471627056 0.0 0.000102672 0 0
36 1 0 1.3488000000000001e-06 MF 1 0.907023835724906 0.0 0.00011735136 0 0
37 35 0 3e-06 MF 1 0.9864075471627056 0.0 0.000107976 0 0
38 0 0 1.0799999999999998e-06 MF 1 0.9539097119402661 0.0 7.4688e-05 0 0
39 0 0 1.6319999999999998e-06 MF 1 0.907023835724906 0.0 7.72752e-05 0 0
40 35 0 3.6000000000000003e-06 MF 1 0.9539097119402661 0.0 9.23904e-05 0 0
41 0 0 1.2527999999999999e-06 MF 1 0.8496670861765813 0.0 0.00070651008 0 0
42 1 0 2.33952e-06 MF 1 0.8496670861765815 0.0 0.000103940544 0 0
43 2 0 2.4720000000000002e-06 MF 1 0.9539097119402662 0.0 0.000102144 0 0
44 24 0 2.3759999999999998e-06 MF 1 0.9539097119402661 0.0 9.44688e-05 0 0
45 25 0 3.48e-06 MF 1 0.9864075471627056 0.0 8.8008e-05 0 0
