0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 1 1.0 0.0 3.48e-05 0 0
2 1 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
3 2 0 0.0 MF 1 1.0 0.0 2.7000000000000002e-05 0 0
4 24 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
5 24 0 1.2e-06 MF 1 1.0 0.0 5.388e-05 0 0
6 35 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
7 35 0 1.2e-06 MF 1 1.0 0.0 5.447999999999999e-05 0 0
8 35 0 1.68e-06 MF 1 0.9864075471627056 0.0 6.4392e-05 0 0
9 0 0 1.2e-06 MF 1 0.9864075471627056 0.0 5.832e-05 0 0
10 35 0 1.272e-06 MF 1 0.9539097119402661 0.0 6.95568e-05 0 0
11 35 0 1.7088e-06 MF 1 0.907023835724906 0.0 7.942272e-05 0 0
12 24 0 1.68e-06 MF 1 0.9864075471627056 0.0 6.6552e-05 0 0
13 35 0 1.28352e-06 MF 1 0.8496670861765815 0.0 8.9369088e-05 0 0
14 24 0 2.4720000000000002e-06 MF 1 0.9539097119402661 0.0 7.702079999999999e-05 0 0
15 25 0 0.0 MF 1 1.0 0.0 3.96e-05 0 0
16 26 0 0.0 MF 1 1.0 0.0 2.76e-05 0 0
17 3 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
18 28 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
19 28 0 6e-07 MF 1 1.0 0.0 5.532e-05 0 0
20 23 0 0.0 MF 1 1.0 0.0 2.58e-05 0 0
21 23 0 6e-07 MF 1 1.0 0.0 6.311999999999999e-05 0 0
22 23 0 8.4e-07 MF 1 0.9864075471627056 0.0 6.7248e-05 0 0
23 4 0 0.0 MF 1 1.0 0.0 2.4e-05 0 0
24 29 0 0.0 MF 1 1.0 0.0 2.34e-05 0 0
25 3 0 6e-07 MF 1 1.0 0.0 6.228000000000001e-05 0 0
26 4 0 6e-07 MF 1 1.0 0.0 5.1e-05 0 0
27 29 0 6e-07 MF 1 1.0 0.0 4.956e-05 0 0
28 4 0 8.4e-07 MF 1 0.9864075471627056 0.0 6.12e-05 0 0
29 5 0 0.0 MF 1 1.0 0.0 2.34e-05 0 0
30 22 0 0.0 MF 1 1.0 0.0 2.4e-05 0 0
31 22 0 6e-07 MF 1 1.0 0.0 4.9800000000000004e-05 0 0
32 5 0 6e-07 MF 1 1.0 0.0 4.956e-05 0 0
33 4 0 1.536e-06 MF 1 0.9539097119402661 0.0 6.408e-05 0 0
34 23 0 9.36e-07 MF 1 0.9539097119402661 0.0 6.58992e-05 0 0
35 22 0 1.44e-06 MF 1 0.9864075471627056 0.0 5.892e-05 0 0
36 22 0 1.176e-06 MF 1 0.9539097119402662 0.0 7.0968e-05 0 0
37 22 0 1.6704e-06 MF 1 0.907023835724906 0.0 6.79872e-05 0 0
38 4 0 1.8144e-06 MF 1 0.907023835724906 0.0 6.463199999999999e-05 0 0
39 3 0 1.44e-06 MF 1 0.9864075471627056 0.0 6.3312e-05 0 0
40 28 0 8.4e-07 MF 1 0.9864075471627056 0.0 6.1728e-05 0 0
41 23 0 9.744e-07 MF 1 0.907023835724906 0.0 9.655968e-05 0 0
42 28 0 1.536e-06 MF 1 0.9539097119402661 0.0 6.48912e-05 0 0
