0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 1 1.0 0.0 4.26e-05 0 0
2 35 0 0.0 MF 1 1.0 0.0 2.8199999999999998e-05 0 0
3 35 0 1.2e-06 MF 1 1.0 0.0 6.108e-05 0 0
4 0 0 1.2e-06 MF 1 0.9864075471627056 0.0 6.804e-05 0 0
5 0 0 2.2799999999999998e-06 MF 1 0.9539097119402661 0.0 7.7616e-05 0 0
6 35 0 1.68e-06 MF 1 0.9864075471627056 0.0 7.4232e-05 0 0
7 0 0 2.112e-06 MF 1 0.9070238357249062 0.0 8.08464e-05 0 0
8 0 0 2.0448e-06 MF 1 0.8496670861765815 0.0 0.00014633856000000002 0 0
9 0 0 2.01792e-06 MF 1 0.7839429652810307 0.0 0.000108335424 0 0
10 1 0 0.0 MF 1 1.0 0.0 2.88e-05 0 0
11 2 0 0.0 MF 1 1.0 0.0 2.8199999999999998e-05 0 0
12 2 0 1.2e-06 MF 1 1.0 0.0 6.228000000000001e-05 0 0
13 26 0 0.0 MF 1 1.0 0.0 3.18e-05 0 0
14 24 0 0.0 MF 1 1.0 0.0 2.9399999999999996e-05 0 0
15 25 0 0.0 MF 1 1.0 0.0 2.88e-05 0 0
16 25 0 1.2e-06 MF 1 1.0 0.0 6.732e-05 0 0
17 24 0 1.2e-06 MF 1 1.0 0.0 6.216e-05 0 0
18 35 0 1.872e-06 MF 1 0.9539097119402661 0.0 8.66928e-05 0 0
19 24 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 7.4064e-05 0 0
20 35 0 1.3488000000000001e-06 MF 1 0.907023835724906 0.0 8.387712e-05 0 0
21 35 0 1.7395200000000002e-06 MF 1 0.8496670861765815 0.0 8.1550848e-05 0 0
22 35 0 1.2958080000000002e-06 MF 1 0.7839429652810307 0.0 8.062033920000001e-05 0 0
23 1 0 1.2e-06 MF 1 1.0 0.0 6.0719999999999995e-05 0 0
24 1 0 1.68e-06 MF 1 0.9864075471627056 0.0 7.2888e-05 0 0
25 35 0 1.7183232e-06 MF 1 0.7129349249049636 0.0 7.844813568000001e-05 0 0
26 24 0 1.6319999999999998e-06 MF 1 0.9539097119402661 0.0 7.64256e-05 0 0
27 35 0 1.88732928e-06 MF 1 0.6561443001328854 0.0 7.8179254272e-05 0 0
28 24 0 1.2527999999999999e-06 MF 1 0.9070238357249062 0.0 8.037024000000001e-05 0 0
29 25 0 1.68e-06 MF 1 0.9864075471627056 0.0 7.3128e-05 0 0
30 25 0 1.272e-06 MF 1 0.9539097119402661 0.0 7.60512e-05 0 0
31 25 0 1.7088e-06 MF 1 0.907023835724906 0.0 7.602048e-05 0 0
32 24 0 1.10112e-06 MF 1 0.8496670861765813 0.0 7.8348096e-05 0 0
33 2 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 8.011200000000001e-05 0 0
34 1 0 1.872e-06 MF 1 0.9539097119402661 0.0 7.53552e-05 0 0
35 1 0 1.9488e-06 MF 1 0.907023835724906 0.0 0.00011054208 0 0
36 0 0 2.007168e-06 MF 1 0.7129349249049638 0.0 0.0001249341696 0 0
37 0 0 2.0028672e-06 MF 1 0.6561443001328855 0.0 9.797366784e-05 0 0
