0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 1 1.0 0.0 4.86e-05 0 0
2 35 0 0.0 MF 1 1.0 0.0 4.38e-05 0 0
3 0 0 1.2e-06 MF 1 0.9864075471627056 0.0 0.00012264 0 0
4 35 0 1.8e-06 MF 1 1.0 0.0 6.492e-05 0 0
5 24 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
6 24 0 6e-07 MF 1 1.0 0.0 6.156e-05 0 0
7 35 0 1.92e-06 MF 1 0.9864075471627056 0.0 7.5768e-05 0 0
8 0 0 2.2799999999999998e-06 MF 1 0.9539097119402661 0.0 0.000137256 0 0
9 0 0 2.112e-06 MF 1 0.907023835724906 0.0 0.0001017024 0 0
10 1 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
11 24 0 8.4e-07 MF 1 0.9864075471627056 0.0 7.0224e-05 0 0
12 25 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
13 25 0 6e-07 MF 1 1.0 0.0 5.5559999999999997e-05 0 0
14 24 0 1.536e-06 MF 1 0.9539097119402661 0.0 7.308959999999999e-05 0 0
15 1 0 1.2e-06 MF 1 1.0 0.0 5.6160000000000004e-05 0 0
16 1 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 6.7464e-05 0 0
17 2 0 0.0 MF 1 1.0 0.0 2.52e-05 0 0
18 24 0 1.8144e-06 MF 1 0.907023835724906 0.0 7.543584e-05 0 0
19 1 0 1.032e-06 MF 1 0.9539097119402662 0.0 7.25856e-05 0 0
20 2 0 6e-07 MF 1 1.0 0.0 5.5079999999999994e-05 0 0
21 28 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
22 28 0 6e-07 MF 1 1.0 0.0 6.335999999999999e-05 0 0
23 2 0 1.44e-06 MF 1 0.9864075471627056 0.0 6.823199999999999e-05 0 0
24 28 0 8.4e-07 MF 1 0.9864075471627056 0.0 7.994399999999999e-05 0 0
25 23 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
26 28 0 1.536e-06 MF 1 0.9539097119402661 0.0 7.87776e-05 0 0
27 23 0 1.2e-06 MF 1 1.0 0.0 5.7959999999999994e-05 0 0
28 4 0 0.0 MF 1 1.0 0.0 2.76e-05 0 0
29 29 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
30 3 0 0.0 MF 1 1.0 0.0 2.9399999999999996e-05 0 0
31 28 0 1.2144e-06 MF 1 0.907023835724906 0.0 8.791104e-05 0 0
32 3 0 1.2e-06 MF 1 1.0 0.0 5.9159999999999996e-05 0 0
33 2 0 1.776e-06 MF 1 0.9539097119402661 0.0 7.40928e-05 0 0
34 2 0 1.9104e-06 MF 1 0.9070238357249059 0.0 8.483712e-05 0 0
35 3 0 1.68e-06 MF 1 0.9864075471627056 0.0 6.9264e-05 0 0
36 4 0 1.2e-06 MF 1 1.0 0.0 5.6640000000000007e-05 0 0
37 29 0 6e-07 MF 1 1.0 0.0 5.5559999999999997e-05 0 0
38 29 0 8.4e-07 MF 1 0.9864075471627056 0.0 6.9624e-05 0 0
39 26 0 0.0 MF 1 1.0 0.0 2.6399999999999998e-05 0 0
40 29 0 1.536e-06 MF 1 0.9539097119402662 0.0 7.58496e-05 0 0
41 4 0 1.68e-06 MF 1 0.9864075471627056 0.0 6.8856e-05 0 0
42 5 0 0.0 MF 1 1.0 0.0 5.1e-05 0 0
43 6 0 0.0 MF 1 1.0 0.0 2.88e-05 0 0
44 7 0 0.0 MF 1 1.0 0.0 2.8199999999999998e-05 0 0
45 7 0 1.2e-06 MF 1 1.0 0.0 6.167999999999999e-05 0 0
46 6 0 1.2e-06 MF 1 1.0 0.0 9.072e-05 0 0
47 30 0 0.0 MF 1 1.0 0.0 4.0799999999999996e-05 0 0
48 29 0 1.8144e-06 MF 1 0.9070238357249062 0.0 8.013983999999999e-05 0 0
49 26 0 1.2e-06 MF 1 1.0 0.0 5.916e-05 0 0
50 3 0 1.272e-06 MF 1 0.9539097119402661 0.0 7.69056e-05 0 0
51 4 0 1.872e-06 MF 1 0.9539097119402661 0.0 7.61424e-05 0 0
52 3 0 1.1087999999999999e-06 MF 1 0.907023835724906 0.0 7.936223999999999e-05 0 0
53 26 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 7.2864e-05 0 0
54 3 0 1.64352e-06 MF 1 0.8651049672631775 0.0 8.3344896e-05 0 0
55 2 0 1.96416e-06 MF 1 0.8496670861765815 0.0 8.3134848e-05 0 0
56 2 0 1.385664e-06 MF 1 0.7839429652810307 0.0 8.18539392e-05 0 0
57 1 0 1.0128e-06 MF 1 0.907023835724906 0.0 7.763424e-05 0 0
58 35 0 1.968e-06 MF 1 0.9539097119402662 0.0 7.83072e-05 0 0
59 0 0 1.4448e-06 MF 1 0.8496670861765813 0.0 8.928096e-05 0 0
60 35 0 1.9872000000000002e-06 MF 1 0.907023835724906 0.0 8.772287999999999e-05 0 0
61 35 0 1.99488e-06 MF 1 0.8496670861765813 0.0 8.6689152e-05 0 0
62 35 0 1.997952e-06 MF 1 0.7964680587962379 0.0 8.807566079999999e-05 0 0
63 24 0 1.92576e-06 MF 1 0.8496670861765813 0.0 7.9974336e-05 0 0
64 26 0 4.032e-06 MF 1 0.9539097119402661 0.0 7.95456e-05 0 0
65 25 0 1.44e-06 MF 1 0.9864075471627056 0.0 7.2024e-05 0 0
66 25 0 1.776e-06 MF 1 0.9539097119402662 0.0 0.0001158096 0 0
67 26 0 2.8128e-06 MF 1 0.9070238357249062 0.0 8.221824e-05 0 0
68 29 0 1.32576e-06 MF 1 0.8496670861765813 0.0 8.2455936e-05 0 0
69 4 0 1.9488e-06 MF 1 0.907023835724906 0.0 8.145696e-05 0 0
70 23 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 7.538400000000001e-05 0 0
71 22 0 0.0 MF 1 1.0 0.0 2.88e-05 0 0
72 21 0 0.0 MF 1 1.0 0.0 2.9399999999999996e-05 0 0
73 5 0 1.8e-06 MF 1 1.0 0.0 7.14e-05 0 0
74 4 0 1.97952e-06 MF 1 0.8496670861765813 0.0 8.4782784e-05 0 0
75 5 0 1.92e-06 MF 1 0.9864075471627056 0.0 8.076e-05 0 0
