0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 1 1.0 0.0 4.4999999999999996e-05 0 0
2 1 0 0.0 MF 1 1.0 0.0 3.12e-05 0 0
3 0 0 1.8e-06 MF 1 0.9864075471627056 0.0 7.98e-05 0 0
4 0 0 1.92e-06 MF 1 0.9539097119402661 0.0 8.652e-05 0 0
5 35 0 0.0 MF 1 1.0 0.0 3e-05 0 0
6 35 0 6e-07 MF 1 1.0 0.0 6.539999999999999e-05 0 0
7 24 0 0.0 MF 1 1.0 0.0 3e-05 0 0
8 35 0 1.44e-06 MF 1 0.9864075471627056 0.0 0.00012396 0 0
9 0 0 1.968e-06 MF 1 0.9070238357249059 0.0 0.000148008 0 0
10 0 0 1.9872000000000002e-06 MF 1 0.8496670861765815 0.0 0.0001114032 0 0
11 35 0 2.2176e-05 MF 1 0.9539097119402662 0.0 0.000102384 0 0
12 0 0 1.99488e-06 MF 1 0.7839429652810308 0.0 9.976128e-05 0 0
13 0 0 1.397952e-06 MF 1 0.7129349249049636 0.0 9.1504512e-05 0 0
14 1 0 1.2e-06 MF 1 1.0 0.0 6.348e-05 0 0
15 35 0 1.0070400000000001e-05 MF 1 0.907023835724906 0.0 9.195359999999999e-05 0 0
16 1 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 7.8192e-05 0 0
17 2 0 0.0 MF 1 1.0 0.0 3.6e-05 0 0
18 1 0 1.6319999999999998e-06 MF 1 0.9539097119402662 0.0 8.46768e-05 0 0
19 1 0 1.2527999999999999e-06 MF 1 0.907023835724906 0.0 9.147072e-05 0 0
20 2 0 1.8e-06 MF 1 1.0 0.0 0.00011939999999999999 0 0
21 24 0 1.2e-06 MF 1 1.0 0.0 6.48e-05 0 0
22 1 0 1.7011199999999998e-06 MF 1 0.8496670861765813 0.0 8.6988288e-05 0 0
23 2 0 1.92e-06 MF 1 0.9864075471627056 0.0 9.816e-05 0 0
24 24 0 1.0799999999999998e-06 MF 1 0.9864075471627056 0.0 8.652e-05 0 0
25 35 0 5.228160000000001e-06 MF 1 0.8629767527438409 0.0 8.718144000000001e-05 0 0
26 35 0 3.2912640000000004e-06 MF 1 0.8198665962194888 0.0 8.527257600000001e-05 0 0
27 24 0 1.6319999999999998e-06 MF 1 0.9539097119402662 0.0 8.680800000000001e-05 0 0
