0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 1 1.0 0.0 7.02e-05 0 0
2 35 0 0.0 MF 1 1.0 0.0 5.34e-05 0 0
3 0 0 3.6e-06 MF 1 0.9864075471627056 0.0 0.00012108 0 0
4 0 0 3.24e-06 MF 1 0.9539097119402661 0.0 0.000148632 0 0
5 35 0 2.4e-06 MF 1 1.0 0.0 0.00011196 0 0
6 35 0 2.76e-06 MF 1 0.9864075471627056 0.0 0.000100584 0 0
7 35 0 2.304e-06 MF 1 0.9539097119402662 0.0 9.24336e-05 0 0
8 24 0 0.0 MF 1 1.0 0.0 3.06e-05 0 0
9 2 0 0.0 MF 1 1.0 0.0 3.06e-05 0 0
10 3 0 0.0 MF 1 1.0 0.0 3.06e-05 0 0
11 4 0 0.0 MF 1 1.0 0.0 2.9399999999999996e-05 0 0
12 5 0 0.0 MF 1 1.0 0.0 3.36e-05 0 0
13 21 0 0.0 MF 1 1.0 0.0 3.18e-05 0 0
14 22 0 0.0 MF 1 1.0 0.0 2.9399999999999996e-05 0 0
15 21 0 1.2e-06 MF 1 1.0 0.0 8.232e-05 0 0
16 21 0 2.2799999999999998e-06 MF 1 0.9864075471627056 0.0 0.00012172799999999998 0 0
17 20 0 0.0 MF 1 1.0 0.0 4.9199999999999997e-05 0 0
18 19 0 0.0 MF 1 1.0 0.0 2.88e-05 0 0
19 20 0 1.8e-06 MF 1 1.0 0.0 7.008e-05 0 0
20 20 0 1.32e-06 MF 1 0.9864075471627056 0.0 7.783200000000001e-05 0 0
21 21 0 2.112e-06 MF 1 0.9539097119402662 0.0 9.90912e-05 0 0
22 5 0 1.2e-06 MF 1 1.0 0.0 7.523999999999999e-05 0 0
23 4 0 6e-07 MF 1 1.0 0.0 6.216e-05 0 0
24 3 0 1.2e-06 MF 1 1.0 0.0 6.264e-05 0 0
25 28 0 0.0 MF 1 1.0 0.0 2.8199999999999998e-05 0 0
26 28 0 1.2e-06 MF 1 1.0 0.0 6.167999999999999e-05 0 0
27 28 0 1.68e-06 MF 1 0.9864075471627056 0.0 7.5072e-05 0 0
28 28 0 1.272e-06 MF 1 0.9539097119402661 0.0 7.92288e-05 0 0
