0 0 0 0.0 0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 7.14e-05 0 0
2 0 0 0.0 MB 0.8633110170262245 0.9847424176124592 1.0 0.00013176 0 0 0 0 0
3 1 0 0.0 MF 0.5 1.0 1.0 6.42e-05 5 0.000461
4 2 0 0.0 MF 0.5 1.0 1.0 8.34e-05 16 0.0007
5 1 0 6.659999999999999e-05 MB 0.8909199742313283 1.0 1.0 0.00014688 4 0 0 0 0
6 2 0 9.9e-05 MB 0.8061603767724974 1.0 1.0 0.00012576 4 0 0 0 0
7 2 0 0.00015059999999999997 MB 0.7003449368822822 0.9864075471627056 0.9875660181391385 0.000134904 4 0 0 0 0
8 2 0 0.0002316 MF 0.5181617293985878 0.9539097119402662 0.9585624300046881 0.00012896160000000002 1 0.000372
9 28 0 0.0 MF 0.5 1.0 1.0 7.319999999999999e-05 1 0.000365
10 28 0 0.00021600000000000002 MB 0.8884150821814933 1.0 1.0 0.00016008 9 0 0 0 0
11 3 0 0.0 MB 0.5 1.0 1.0 8.7e-05 5 0 0 0 0
12 2 0 0.00031884000000000003 MF 0.5614859002548999 0.907023835724906 0.9326476366355371 0.00013978464 1 0.000357
13 3 0 0.00022019999999999999 MF 0.5 1.0 1.0 0.0001236 45 0.001295
14 4 0 0.0 MB 0.5 1.0 1.0 8.1e-05 10 0 0 0 0
15 23 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 8 0 0 0 0
16 5 0 0.0 MF 0.5 1.0 1.0 7.56e-05 55 0.001523
17 30 0 0.0 MF 0.5 1.0 1.0 0.0001518 1 0.00033
18 30 0 0.0002022 MB 0.550697525717948 1.0 1.0 0.00017292 8 0 0 0 0
19 5 0 0.00014099999999999998 MB 0.6821555164229239 1.0 1.0 0.00015144 9 0 0 0 0
20 21 0 0.0 MB 0.5 1.0 1.0 0.0001518 7 0 0 0 0
21 20 0 0.0 MF 0.5 1.0 1.0 7.62e-05 1 0.000432
22 20 0 0.00037079999999999996 MB 0.8370032245098793 1.0 1.0 0.00013968 13 0 0 0 0
23 21 0 0.0002694 MF 0.8362914903492639 1.0 1.0 0.00015192 64 0.001784
24 22 0 0.0 MF 0.5 1.0 1.0 6.36e-05 1 0.000344
25 22 0 0.000213 MF 0.5775446587113141 1.0 1.0 0.00011543999999999999 1 0.000347
26 21 0 0.00031956 MF 0.8429911975279452 0.9847511202684606 0.9875660181391385 0.000159168 74 0.001924
27 5 0 0.00020339999999999998 MF 0.7747628792669887 0.9864075471627056 0.9875660181391385 0.000290976 1 0.000539
28 21 0 0.000462024 MF 0.8543410796693992 0.9470264788570866 0.9585624300046883 0.0001662672 1 0.00076
29 21 0 0.0004332096 MF 0.971959657733224 0.892364975045325 0.9326476366355373 0.00016190688 1 0.000401
30 22 0 0.00024359999999999999 MB 0.7918772062357895 0.984774064558943 1.0 0.00018357600000000002 11 0 0 0 0
31 23 0 0.00016319999999999998 MB 0.8858570171224933 1.0 1.0 0.00012035999999999998 30 0 0 0 0
32 28 0 0.0005148 MB 0.8183981326235747 0.9864075471627056 0.9875660181391385 0.00013903199999999998 26 0 0 0 0
33 28 0 0.00050232 MB 0.7793306215612128 0.948167861005126 0.9585624300046883 0.0001258128 15 0 0 0 0
34 28 0 0.00038392799999999996 MB 0.7598373707355198 0.8926768411007503 0.9179975757600641 0.00011692511999999999 7 0 0 0 0
35 28 0 0.0005675712 MB 0.5314226802476172 0.8255855589451162 0.8703070154672107 0.000123570048 25 0 0 0 0
36 23 0 0.0005296799999999999 MB 0.7248626895936465 0.9847368178638961 0.9875660181391385 0.00011834399999999999 24 0 0 0 0
37 4 0 0.0001638 MB 0.5951625243106281 1.0 1.0 0.0001062 27 0 0 0 0
38 29 0 0.0 MF 0.5 1.0 1.0 7.14e-05 86 0.002284
39 26 0 0.0 MF 0.5 1.0 1.0 7.26e-05 1 0.000428
40 25 0 0.0 MB 0.5 1.0 1.0 5.34e-05 11 0 0 0 0
41 26 0 0.00030419999999999997 MB 0.8822204178485133 1.0 1.0 0.00010884000000000001 3 0 0 0 0
42 24 0 0.0 MF 0.5 1.0 1.0 5.1e-05 64 0.002498
43 35 0 0.0 MB 0.5 1.0 1.0 6.0599999999999996e-05 29 0 0 0 0
44 0 0 0.0001032 MB 0.6550625706485332 0.9489330062404896 0.9729440871664418 0.000189504 33 0 0 0 0
45 0 0 0.0002826 MF 0.9854432788240967 0.8910100720753954 0.9258367588470368 0.0001604016 1 0.000644
46 35 0 0.0003966 MF 0.7569770274936944 1.0 1.0 9.983999999999999e-05 1 0.00036
47 35 0 0.00037224000000000003 MF 0.7905034154089516 0.9864075471627056 0.9875660181391385 0.00011433600000000001 1 0.000347
48 24 0 0.0002238 MF 0.8109978660135299 1.0 1.0 0.0001488 1 0.000351
49 35 0 0.000366096 MF 0.9124862199081047 0.9539097119402662 0.97231388773494 0.00019393440000000002 1 0.000715
50 24 0 0.00053052 MF 0.5251314985089989 0.9864075471627056 0.9875660181391385 0.00013752 100 0.003005
51 24 0 0.0005056080000000001 MF 0.8001922588933719 0.9482072966508904 0.9723138877349401 0.000166608 1 0.000479
52 2 0 0.00021863999999999998 MB 0.5053821697174158 0.8242012008978863 0.8879042948310127 0.00030431385599999995 41 0 0 0 0
53 1 0 0.00020364 MB 0.7850815449499231 0.9864075471627056 0.9875660181391385 0.00018535199999999998 49 0 0 0 0
