1529054762.562410915 9.16893 -1.05935 3.13553 0 0
1529054763.099135316 9.16893 -1.05935 3.13553 0 1
1529054763.626921309 9.16893 -1.05935 3.13553 0 1
1529054764.150094832 9.16893 -1.05935 3.13553 0 1
1529054764.671948824 9.16893 -1.05935 3.13553 0 1
1529054765.207471783 9.16893 -1.05935 3.13553 0 1
1529054765.738650489 9.16893 -1.05935 3.13553 0 1
1529054766.258336738 9.16893 -1.05935 3.13553 0 1
1529054766.790206762 9.16893 -1.05935 3.13553 0 1
1529054767.326174894 9.16893 -1.05935 3.13553 0 1
1529054767.830470163 9.16893 -1.05935 3.13553 0 1
1529054768.332737062 9.16893 -1.05935 3.13553 0 1
1529054768.836311851 9.16893 -1.05935 3.13553 0 1
1529054769.367143034 9.16893 -1.05935 3.13553 0 1
1529054769.886338749 9.16893 -1.05935 3.13553 0 1
1529054770.386439526 9.16893 -1.05935 3.13553 0 1
1529054770.910072563 9.16893 -1.05935 3.13553 0 1
1529054771.438048788 9.16893 -1.05935 3.13553 0 1
1529054771.958126337 9.16893 -1.05935 3.13553 32 37
1529054772.472606148 9.16893 -1.05935 3.13553 32 37
1529054773.011021454 9.16893 -1.05935 3.13553 32 37
1529054773.534374986 9.16893 -1.05935 3.13553 32 37
1529054774.050326077 9.16893 -1.05935 3.13553 32 37
1529054774.578575821 9.16893 -1.05935 3.13553 32 37
1529054775.114722605 9.16893 -1.05935 3.13553 32 37
1529054775.634079662 9.16893 -1.05935 3.13553 32 37
1529054776.150615203 9.16893 -1.05935 3.13553 32 37
1529054776.685328537 9.16893 -1.05935 3.13553 32 37
1529054777.223407990 9.16893 -1.05935 3.13553 32 37
1529054777.754341781 9.16893 -1.05935 3.13553 32 37
1529054778.286842396 9.16893 -1.05935 3.13553 32 37
1529054778.802895653 9.16893 -1.05935 3.13553 32 37
1529054779.312663108 9.16893 -1.05935 3.13553 32 37
1529054779.848329543 9.16893 -1.05935 3.13553 32 37
1529054780.382376662 9.16893 -1.05935 3.13553 32 37
1529054780.906575331 9.16893 -1.05935 3.13553 32 37
1529054781.428555984 9.16893 -1.05935 3.13553 32 37
1529054781.966183889 9.16893 -1.05935 3.13553 32 37
1529054782.485947508 9.16893 -1.05935 3.13553 32 37
1529054782.986892116 9.16893 -1.05935 3.13553 32 37
1529054783.514775228 9.16893 -1.05935 3.13553 32 37
1529054784.031499508 9.16893 -1.05935 3.13553 32 37
1529054784.551266959 9.16893 -1.05935 3.13553 32 37
1529054785.091861018 9.16893 -1.05935 3.13553 32 37
1529054785.610993095 9.16893 -1.05935 3.13553 32 37
1529054786.131781164 9.16893 -1.05935 3.13553 32 37
1529054786.670428280 9.16893 -1.05935 3.13553 32 37
1529054787.190594518 9.16893 -1.05935 3.13553 32 37
1529054787.715259451 9.16893 -1.05935 3.13553 32 37
1529054788.233984177 9.16893 -1.05935 3.13553 32 37
1529054788.765982722 9.16893 -1.05935 3.13553 32 37
1529054789.295555846 9.16893 -1.05935 3.13553 32 37
1529054789.815514639 9.16893 -1.05935 3.13553 32 37
1529054790.334994314 9.16893 -1.05935 3.13553 32 37
1529054790.839199177 9.16893 -1.05935 3.13553 32 37
1529054791.358477528 9.16893 -1.05935 3.13553 32 37
1529054791.890011099 9.16893 -1.05935 3.13553 32 37
1529054792.409946013 9.16893 -1.05935 3.13553 32 37
1529054792.929973169 9.16893 -1.05935 3.13553 32 37
1529054793.430063601 9.16893 -1.05935 3.13553 32 37
1529054793.950012158 9.16893 -1.05935 3.13553 32 37
1529054794.465981872 9.16893 -1.05935 3.13553 32 37
1529054794.966029566 9.16893 -1.05935 3.13553 32 37
1529054795.485984583 9.16893 -1.05935 3.13553 32 37
1529054796.006004109 9.16893 -1.05935 3.13553 32 37
1529054796.506059909 9.16893 -1.05935 3.13553 32 37
1529054797.026028750 9.16893 -1.05935 3.13553 32 37
1529054797.542239601 9.16893 -1.05935 3.13553 32 37
1529054798.042249479 9.16893 -1.05935 3.13553 32 37
1529054798.563173317 9.16893 -1.05935 3.13553 32 37
1529054799.094289447 9.16893 -1.05935 3.13553 32 37
1529054799.622139525 9.16893 -1.05935 3.13553 32 37
1529054800.142091226 9.16893 -1.05935 3.13553 32 37
1529054800.681991915 9.16893 -1.05935 3.13553 32 37
1529054801.198222088 9.16893 -1.05935 3.13553 32 37
1529054801.725992800 9.16893 -1.05935 3.13553 32 37
1529054802.246860942 9.16893 -1.05935 3.13553 32 37
1529054802.769433743 9.16893 -1.05935 3.13553 32 37
1529054803.306386421 9.16893 -1.05935 3.13553 32 37
