0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MB 1 0.0 1.0 4.14e-05 0 0 0 0 0
2 1 0 0.0 MB 1 0.0 1.0 2.88e-05 1 0 0 0 0
3 0 0 5.2799999999999996e-05 MB 1 0.0 0.9875660181391385 6.576e-05 1 0 0 0 0
4 35 0 0.0 MB 1 0.0 1.0 2.76e-05 1 0 0 0 0
5 35 0 5.1e-05 MB 1 0.0 1.0 5.9040000000000004e-05 2 0 0 0 0
6 0 0 6.0119999999999994e-05 MB 1 0.0 0.9585624300046883 7.370399999999998e-05 3 0 0 0 0
7 35 0 8.280000000000001e-05 MB 1 0.0 0.9875660181391385 6.9816e-05 5 0 0 0 0
8 0 0 0.000109248 MB 1 0.0 0.9179975757600641 7.688159999999999e-05 5 0 0 0 0
9 1 0 3.899999999999999e-05 MB 1 0.0 1.0 5.832e-05 3 0 0 0 0
10 2 0 0.0 MB 1 0.0 1.0 4.8e-05 8 0 0 0 0
11 3 0 0.0 MB 1 0.0 1.0 4.8e-05 4 0 0 0 0
12 26 0 0.0 MB 1 0.0 1.0 3.12e-05 2 0 0 0 0
13 29 0 0.0 MB 1 0.0 1.0 3.12e-05 4 0 0 0 0
14 29 0 0.0001374 MB 1 0.0 1.0 6.228e-05 5 0 0 0 0
15 4 0 0.0 MB 1 0.0 1.0 2.8199999999999998e-05 7 0 0 0 0
16 22 0 0.0 MB 1 0.0 1.0 2.88e-05 5 0 0 0 0
17 21 0 0.0 MB 1 0.0 1.0 2.7000000000000002e-05 5 0 0 0 0
18 21 0 0.0001998 MB 1 0.0 1.0 5.9999999999999995e-05 14 0 0 0 0
19 21 0 0.00019572 MB 1 0.0 0.9875660181391385 7.2e-05 5 0 0 0 0
20 5 0 0.0 MB 1 0.0 1.0 2.7000000000000002e-05 5 0 0 0 0
21 4 0 0.00010499999999999999 MB 1 0.0 1.0 5.8679999999999994e-05 1 0 0 0 0
22 23 0 0.0 MB 1 0.0 1.0 2.7000000000000002e-05 20 0 0 0 0
23 23 0 0.0002328 MB 1 0.0 1.0 5.8800000000000006e-05 15 0 0 0 0
24 22 0 0.00010559999999999999 MB 1 0.0 1.0 6.192e-05 21 0 0 0 0
25 22 0 0.00028463999999999996 MB 1 0.0 0.9875660181391385 7.1568e-05 16 0 0 0 0
26 5 0 6.6e-05 MB 1 0.0 1.0 5.819999999999999e-05 20 0 0 0 0
27 30 0 0.0 MB 1 0.0 1.0 2.76e-05 12 0 0 0 0
28 29 0 0.00018156 MB 1 0.0 0.9875660181391385 6.991199999999999e-05 23 0 0 0 0
29 30 0 0.00034439999999999997 MB 1 0.0 1.0 5.784e-05 7 0 0 0 0
30 5 0 0.00022620000000000002 MB 1 0.0 0.9875660181391385 9.408e-05 2 0 0 0 0
31 21 0 0.00018988799999999998 MB 1 0.0 0.9585624300046883 7.62e-05 23 0 0 0 0
32 22 0 0.0004150559999999999 MB 1 0.0 0.9585624300046883 8.382720000000001e-05 31 0 0 0 0
33 21 0 0.0008601552 MB 1 0.0 0.9179975757600641 8.088e-05 23 0 0 0 0
34 21 0 0.00046046208000000003 MB 1 0.0 0.8703070154672107 8.0952e-05 3 0 0 0 0
35 21 0 0.0006155848320000001 MB 1 0.0 0.8188736928706439 8.158079999999999e-05 29 0 0 0 0
36 5 0 0.00045588 MB 1 0.0 0.9585624300046881 9.2832e-05 29 0 0 0 0
37 29 0 0.00022922399999999999 MB 1 0.0 0.9585624300046881 7.53648e-05 11 0 0 0 0
38 30 0 0.00022535999999999997 MB 1 0.0 0.9875660181391385 7.3536e-05 6 0 0 0 0
39 6 0 0.0 MB 1 0.0 1.0 2.76e-05 27 0 0 0 0
40 5 0 0.000397752 MB 1 0.0 0.9179975757600641 8.33328e-05 33 0 0 0 0
41 22 0 0.0007000223999999999 MB 1 0.0 0.9179975757600641 8.033088e-05 4 0 0 0 0
42 23 0 0.00038412000000000006 MB 1 0.0 0.9875660181391385 6.912000000000002e-05 6 0 0 0 0
43 4 0 0.00032159999999999996 MB 1 0.0 0.9875660181391385 6.9072e-05 33 0 0 0 0
44 29 0 0.0002434896 MB 1 0.0 0.9179975757600641 7.514592e-05 38 0 0 0 0
45 4 0 0.00069504 MB 1 0.0 0.9585624300046883 7.26288e-05 43 0 0 0 0
46 5 0 0.0002881008 MB 1 0.0 0.8703070154672107 7.713312e-05 19 0 0 0 0
47 21 0 0.0006680339328 MB 1 0.0 0.7697514633337205 7.763232e-05 27 0 0 0 0
48 20 0 0.0 MB 1 0.0 1.0 2.8199999999999998e-05 0 0 0 0 0
49 20 0 0.0012036 MB 1 0.0 1.0 6.048e-05 82 0 0 0 0
50 20 0 0.00068304 MB 1 0.0 0.9875660181391385 6.9192e-05 9 0 0 0 0
51 20 0 0.000692016 MB 1 0.0 0.9585624300046883 7.20768e-05 27 0 0 0 0
52 20 0 0.0005726064 MB 1 0.0 0.9179975757600641 7.383072e-05 17 0 0 0 0
53 20 0 0.0005974425599999999 MB 1 0.0 0.8703070154672105 7.3332288e-05 24 0 0 0 0
54 20 0 0.000461577024 MB 1 0.0 0.8188736928706438 7.85329152e-05 9 0 0 0 0
