0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 7.74e-05 0 0
2 0 0 0.0 MB 0.8713937010571399 0.9864075471627056 1.0 0.00010356 0 0 0 0 0
3 0 0 2.4e-06 MF 0.9757482348588999 0.9539097119402661 0.9729440871664418 0.000110424 0 0
4 0 0 2.76e-06 MF 0.9921110929129129 0.907023835724906 0.9409647476462838 0.0001143696 0 0
5 1 0 0.0 MB 0.5 1.0 1.0 4.9199999999999997e-05 2 0 0 0 0
6 0 0 2.304e-06 MF 0.9993789460859388 0.8496670861765813 0.9222084746362772 0.00011594784000000001 0 0
7 35 0 0.0 MB 0.5 1.0 1.0 4.98e-05 4 0 0 0 0
8 35 0 1.2e-06 MF 0.9216124643741795 1.0 1.0 0.00011772 0 0
9 24 0 0.0 MB 0.5 1.0 1.0 4.9199999999999997e-05 7 0 0 0 0
10 2 0 0.0 MF 0.5 1.0 1.0 4.68e-05 0 0
11 28 0 0.0 MB 0.5 1.0 1.0 4.68e-05 7 0 0 0 0
12 2 0 1.2e-06 MF 0.921647719507343 1.0 1.0 8.651999999999999e-05 0 0
13 1 0 1.8e-06 MF 0.921809685442081 1.0 1.0 9.168e-05 0 0
14 0 0 2.7216e-06 MF 0.999809482803289 0.7839429652810307 0.8644212724405783 0.00011657913600000001 0 0
15 1 0 2.52e-06 MF 0.9320470950235323 0.9864075471627056 0.9875660181391385 0.000163272 0 0
16 2 0 2.2799999999999998e-06 MF 0.9310276987318262 0.9864075471627056 0.9875660181391385 0.000209208 0 0
17 1 0 5.208e-06 MF 0.9759921710008056 0.9539097119402662 0.97231388773494 0.0001457088 0 0
18 35 0 3.48e-06 MF 0.960735846362922 0.9864075471627056 1.0 0.000116088 0 0
19 35 0 5.592e-06 MF 0.9753255760086276 0.9539097119402662 0.9729440871664418 0.00011783520000000001 0 0
20 0 0 2.88864e-06 MF 0.999922168730018 0.7129349249049636 0.790085596023983 0.0001150316544 0 0
21 1 0 3.8832e-06 MF 0.997604920100381 0.907023835724906 0.9631221966642931 0.00012848352000000002 0 0
22 2 0 3.912e-06 MF 0.9755731020013437 0.9539097119402661 0.9723138877349401 0.0001520832 0 0
23 3 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 4 0 0 0 0
24 4 0 0.0 MB 0.5 1.0 1.0 4.98e-05 41 0 0 0 0
25 29 0 0.0 MF 0.5 1.0 1.0 4.7399999999999993e-05 0 0
26 30 0 0.0 MF 0.5 1.0 1.0 4.8e-05 0 0
27 6 0 0.0 MB 0.5 1.0 1.0 4.62e-05 21 0 0 0 0
28 7 0 0.0 MB 0.5 1.0 1.0 4.5600000000000004e-05 2 0 0 0 0
29 8 0 0.0 MF 0.5 1.0 1.0 4.4999999999999996e-05 0 0
30 7 0 1.2e-06 MF 0.9212692299247238 1.0 1.0 8.904e-05 0 0
31 8 0 1.2e-06 MF 0.9220823334695817 1.0 1.0 9e-05 0 0
32 9 0 0.0 MB 0.5 1.0 1.0 4.32e-05 6 0 0 0 0
33 34 0 0.0 MF 0.5 1.0 1.0 4.38e-05 0 0
34 34 0 1.8e-06 MF 0.9226551186541215 1.0 1.0 8.172e-05 0 0
35 8 0 1.68e-06 MF 0.9625216324190139 0.9864075471627056 1.0 9.659999999999999e-05 0 0
36 34 0 2.52e-06 MF 0.9629401744841388 0.9864075471627056 1.0 9.2688e-05 0 0
37 34 0 2.208e-06 MF 0.9942248281687217 0.9539097119402662 1.0 9.88752e-05 0 0
38 34 0 3.2831999999999998e-06 MF 0.999634549047519 0.907023835724906 1.0 0.00010375008 0 0
39 34 0 2.51328e-06 MF 0.9999888258278219 0.8496670861765815 1.0 0.000100300032 0 0
40 34 0 2.205312e-06 MF 0.9999998214324745 0.7839429652810307 1.0 0.00013792001280000003 0 0
