0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 0.00011099999999999999 0 0
2 0 0 0.0 MB 0.8713937010571399 0.9864075471627056 1.0 0.0001434 0 0 0 0 0
3 0 0 3e-06 MF 0.9749830107458497 0.9539097119402661 0.9729440871664418 0.00011795999999999999 0 0
4 1 0 0.0 MB 0.5 1.0 1.0 3.96e-05 2 0 0 0 0
5 2 0 0.0 MB 0.5 1.0 1.0 7.38e-05 3 0 0 0 0
6 2 0 1.8e-06 MF 0.9209447220742134 1.0 1.0 9.012e-05 0 0
7 24 0 0.0 MF 0.5 1.0 1.0 4.38e-05 0 0
8 35 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 5 0 0 0 0
9 24 0 1.2e-06 MF 0.9211037245633266 1.0 1.0 9.251999999999999e-05 0 0
10 24 0 2.2799999999999998e-06 MF 0.9300672233890139 0.9864075471627056 0.9875660181391385 0.000137808 0 0
11 25 0 0.0 MF 0.5 1.0 1.0 5.16e-05 0 0
12 25 0 1.8e-06 MF 0.9215757548417702 1.0 1.0 0.00010464 0 0
13 25 0 2.52e-06 MF 0.962150061813096 0.9864075471627056 1.0 0.000104856 0 0
14 25 0 2.808e-06 MF 0.9940447137049171 0.9539097119402662 1.0 0.0002639424 0 0
15 26 0 0.0 MB 0.5 1.0 1.0 4.8e-05 11 0 0 0 0
16 26 0 1.2e-06 MF 0.9218863549809688 1.0 1.0 8.4e-05 0 0
17 3 0 0.0 MF 0.5 1.0 1.0 4.32e-05 0 0
18 4 0 0.0 MF 0.5 1.0 1.0 4.62e-05 0 0
19 23 0 0.0 MB 0.5 1.0 1.0 4.38e-05 6 0 0 0 0
20 28 0 0.0 MB 0.5 1.0 1.0 8.64e-05 2 0 0 0 0
21 23 0 1.2e-06 MF 0.920838254213816 1.0 1.0 8.652e-05 0 0
22 4 0 1.2e-06 MF 0.9216302682848325 1.0 1.0 0.00011028 0 0
23 3 0 1.2e-06 MF 0.9221109193411712 1.0 1.0 0.00010968 0 0
24 26 0 1.68e-06 MF 0.9623780404506046 0.9864075471627056 1.0 0.0006185999999999999 0 0
25 29 0 0.0 MB 0.5 1.0 1.0 0.00011279999999999999 19 0 0 0 0
26 4 0 2.2799999999999998e-06 MF 0.9309969834266628 0.9864075471627056 0.9875660181391385 0.000125112 0 0
27 23 0 1.68e-06 MF 0.9307988084318718 0.9864075471627056 0.9875660181391385 0.000121008 0 0
28 28 0 1.8e-06 MF 0.923138074230951 1.0 1.0 0.00010836 0 0
29 23 0 4.272e-06 MF 0.9500623428210329 0.9539097119402662 0.9585624300046883 0.0001174032 0 0
30 22 0 0.0 MF 0.5 1.0 1.0 5.04e-05 0 0
31 21 0 0.0 MF 0.5 1.0 1.0 8.64e-05 0 0
32 22 0 1.8e-06 MF 0.9229173603451385 1.0 1.0 0.00011076 0 0
33 23 0 2.9088e-06 MF 0.9885411182384584 0.9070238357249062 0.9326476366355371 0.00011956128000000001 0 0
34 22 0 2.52e-06 MF 0.9334619247110497 0.9864075471627056 0.9875660181391385 0.000172104 0 0
35 5 0 0.0 MB 0.5 1.0 1.0 4.9199999999999997e-05 20 0 0 0 0
36 22 0 2.808e-06 MF 0.9773948417875524 0.9539097119402661 0.9723138877349401 0.00016004160000000002 0 0
37 22 0 3.5232e-06 MF 0.9902417256810977 0.907023835724906 0.933962537540184 0.00013421664 0 0
38 22 0 3.2092800000000002e-06 MF 0.9978071843785801 0.8496670861765813 0.8942894773551059 0.000163486656 0 0
39 23 0 1.256352e-05 MF 0.9947032149264537 0.8496670861765815 0.8879042948310127 0.000115624512 0 0
40 28 0 2.52e-06 MF 0.9337427475109257 0.9864075471627056 0.9875660181391385 0.00011054399999999999 0 0
41 2 0 1.92e-06 MF 0.9621192511158463 0.9864075471627056 1.0 0.000147048 0 0
42 24 0 3.912e-06 MF 0.9748941874007268 0.9539097119402661 0.97231388773494 0.0001577232 0 0
43 2 0 2.568e-06 MF 0.9771199754816069 0.9539097119402662 0.972944087166442 0.0001302192 0 0
