0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 7.68e-05 0 0
2 35 0 0.0 MF 0.5 1.0 1.0 4.86e-05 0 0
3 35 0 1.2e-06 MF 0.9198314601678211 1.0 1.0 0.00013884 0 0
4 35 0 2.88e-06 MF 0.9588832427143746 0.9864075471627056 1.0 0.000125736 0 0
5 24 0 0.0 MB 0.5 1.0 1.0 8.819999999999999e-05 2 0 0 0 0
6 25 0 0.0 MF 0.5 1.0 1.0 4.7399999999999993e-05 0 0
7 24 0 1.8e-06 MF 0.9202261465974523 1.0 1.0 0.00010308 0 0
8 24 0 2.52e-06 MF 0.9300086940834917 0.9864075471627056 0.9875660181391385 0.000108432 0 0
9 35 0 3.552e-06 MF 0.9932768873486988 0.9539097119402662 1.0 0.00011809439999999999 0 0
10 24 0 2.208e-06 MF 0.9762658937336894 0.9539097119402661 0.9723138877349401 0.00011117279999999999 0 0
11 1 0 0.0 MB 0.5 1.0 1.0 4.68e-05 2 0 0 0 0
12 0 0 0.0 MB 0.8713937010571399 0.9864075471627056 1.0 9.911999999999999e-05 10 0 0 0 0
13 0 0 2.4e-06 MF 0.9761651640330111 0.9539097119402661 0.9729440871664418 0.00010744799999999999 0 0
14 0 0 2.76e-06 MF 0.9922930598553413 0.907023835724906 0.9409647476462838 0.0001269792 0 0
15 35 0 4.4208e-06 MF 0.9958348990983668 0.907023835724906 0.9555568978111432 0.00012103776 0 0
16 35 0 3.56832e-06 MF 0.9964716463325977 0.8496670861765813 0.8889774740471424 0.000118015104 0 0
17 0 0 2.9039999999999996e-06 MF 0.9993726573976164 0.8496670861765815 0.9222084746362772 0.00015759168 0 0
18 35 0 2.627328e-06 MF 0.9993654786976582 0.7839429652810307 0.840115361944911 0.0001228060416 0 0
19 35 0 2.8509311999999998e-06 MF 0.9999778686885801 0.7129349249049636 0.815050973920501 0.00012652241664 0 0
20 1 0 1.2e-06 MF 0.9221015303745964 1.0 1.0 0.00011891999999999999 0 0
21 0 0 2.9615999999999997e-06 MF 0.999983695647921 0.7839429652810308 0.9132453933332966 0.000132636672 0 0
22 0 0 2.9846399999999996e-06 MF 0.9999998069848752 0.7129349249049636 0.9093575394348826 0.00012085466879999999 0 0
23 1 0 2.2799999999999998e-06 MF 0.9318241856623689 0.9864075471627056 0.9875660181391385 0.000120168 0 0
24 1 0 2.7119999999999996e-06 MF 0.9766085791198651 0.9539097119402662 0.97231388773494 0.0002028672 0 0
25 2 0 0.0 MB 0.5 1.0 1.0 8.4e-05 2 0 0 0 0
26 24 0 2.0832e-06 MF 0.9975953195741852 0.907023835724906 0.9631221966642931 0.00012186911999999999 0 0
27 1 0 2.8848e-06 MF 0.9976184124636236 0.907023835724906 0.9631221966642931 0.00015194688 0 0
28 2 0 1.8e-06 MF 0.9227315923443636 1.0 1.0 0.00010199999999999999 0 0
29 3 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 22 0 0 0 0
30 2 0 2.52e-06 MF 0.9629959268952747 0.9864075471627056 1.0 0.0001158 0 0
31 1 0 2.95392e-06 MF 0.9990119054563612 0.8496670861765815 0.911281526991846 0.000134578752 0 0
32 24 0 2.63328e-06 MF 0.9989809003249874 0.8496670861765813 0.9112815269918461 0.000117147648 0 0
33 2 0 2.808e-06 MF 0.9779802582555945 0.9539097119402662 0.9729440871664418 0.00011352 0 0
34 1 0 2.381568e-06 MF 0.9994006730546403 0.7839429652810307 0.8385041585736376 0.0001276315008 0 0
35 24 0 2.8533119999999998e-06 MF 0.9993608022641896 0.7839429652810308 0.8385041585736376 0.00011165905919999999 0 0
36 24 0 2.3413248e-06 MF 0.9999091944567079 0.7129349249049636 0.7839772605517491 0.00010946362367999998 0 0
37 35 0 2.94037248e-06 MF 0.9999991909878805 0.6561443001328856 0.8037949504769064 0.000115408966656 0 0
38 1 0 2.7526272e-06 MF 0.9999124871673981 0.7129349249049636 0.7839772605517491 0.00011585260032 0 0
39 1 0 2.9010508799999998e-06 MF 0.9999929046622593 0.6561443001328856 0.7560458343680198 0.000111741040128 0 0
40 35 0 2.376148992e-06 MF 0.999999997383674 0.567683080122554 0.7879269305841358 0.00011096358666239999 0 0
41 35 0 2.7504595968e-06 MF 0.9999999995190335 0.5044872439177875 0.723436963903195 0.00012118543466496 0 0
42 35 0 6.0599999999999996e-05 MB 0.9970954613483655 0.87132664536752 0.6862683141308432 0.00014987417386598398 19 0 0 0 0
43 0 0 3.593856e-06 MF 0.9999999954420397 0.6561443001328855 0.907747166782506 0.00012094186752 0 0
44 1 0 2.9604203519999998e-06 MF 0.9999999613628954 0.576396361093242 0.7435325914088894 0.00011249641605119999 0 0
45 2 0 2.9232000000000002e-06 MF 0.9930861682014352 0.907023835724906 0.9409647476462838 0.000170208 0 0
46 28 0 0.0 MF 0.5 1.0 1.0 8.52e-05 0 0
47 2 0 4.16928e-06 MF 0.9922853182676151 0.8496670861765813 0.8693214655954439 0.0001442832 0 0
48 24 0 2.73652992e-06 MF 0.9999924313582016 0.6561443001328856 0.7560458343680198 0.000119385449472 0 0
49 1 0 3.5841681408e-06 MF 0.9976865724057613 0.9085129437643257 0.9657592714475275 0.00011399856642047999 0 0
