0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 0.0001206 0 0
2 0 0 0.0 MB 0.8713937010571399 0.9864075471627056 1.0 0.00017484 0 0 0 0 0
3 0 0 3.6e-06 MF 0.975928063902457 0.9539097119402661 0.9729440871664418 0.00019593600000000002 0 0
4 1 0 0.0 MB 0.5 1.0 1.0 5.7e-05 2 0 0 0 0
5 0 0 6.2399999999999995e-06 MF 0.9916079851873354 0.907023835724906 0.9409647476462838 0.0001515744 0 0
6 1 0 1.2e-06 MF 0.9211895818306794 1.0 1.0 0.0001002 0 0
7 24 0 0.0 MF 0.5 1.0 1.0 7.74e-05 0 0
8 24 0 1.2e-06 MF 0.9217300347711287 1.0 1.0 9.996e-05 0 0
9 2 0 0.0 MF 0.5 1.0 1.0 4.8e-05 0 0
10 3 0 0.0 MB 0.5 1.0 1.0 5.4000000000000005e-05 9 0 0 0 0
11 2 0 2.4e-06 MF 0.9206169220847946 1.0 1.0 0.000147 0 0
12 1 0 2.2799999999999998e-06 MF 0.961274467658951 0.9864075471627056 1.0 0.00015888 0 0
13 0 0 4.296e-06 MF 0.9970289800600246 0.8496670861765813 0.8913445322258581 0.00013382976 0 0
14 0 0 3.5184e-06 MF 0.9989350886816286 0.7839429652810307 0.8291348652611056 0.000127931904 0 0
15 1 0 4.512e-06 MF 0.9753379723905446 0.9539097119402662 0.9729440871664418 0.00014995200000000002 0 0
16 35 0 0.0 MB 0.5 1.0 1.0 0.0002394 8 0 0 0 0
17 1 0 4.2048e-06 MF 0.9921932091700191 0.907023835724906 0.940964747646284 0.0001913808 0 0
18 24 0 2.2799999999999998e-06 MF 0.9618209049983706 0.9864075471627056 1.0 0.00016958399999999997 0 0
19 35 0 4.8e-06 MF 0.922438015152958 1.0 1.0 0.00023255999999999998 0 0
20 1 0 4.68192e-06 MF 0.9969924497281979 0.8496670861765813 0.8913445322258581 0.00021515232 0 0
21 2 0 4.5599999999999995e-06 MF 0.9292024666580402 0.9864075471627056 0.9875660181391385 0.0001938 0 0
22 28 0 0.0 MB 0.5 1.0 1.0 8.819999999999999e-05 15 0 0 0 0
23 3 0 3e-06 MF 0.9209848645960425 1.0 1.0 9.84e-05 0 0
24 4 0 0.0 MF 0.5 1.0 1.0 4.9199999999999997e-05 0 0
25 29 0 0.0 MF 0.5 1.0 1.0 6.18e-05 0 0
26 29 0 1.8e-06 MF 0.9218557032233794 1.0 1.0 9.672000000000001e-05 0 0
27 30 0 0.0 MB 0.5 1.0 1.0 6.42e-05 11 0 0 0 0
28 31 0 0.0 MF 0.5 1.0 1.0 6.54e-05 0 0
29 31 0 1.8e-06 MF 0.9226404392854064 1.0 1.0 9.756000000000001e-05 0 0
30 31 0 2.52e-06 MF 0.9629294691790127 0.9864075471627056 1.0 0.00010682399999999999 0 0
31 30 0 2.4e-06 MF 0.9225612389319993 1.0 1.0 9.287999999999999e-05 0 0
32 31 0 2.808e-06 MF 0.9941998633807222 0.9539097119402661 1.0 0.0001777296 0 0
33 31 0 5.9231999999999995e-06 MF 0.9996267957924728 0.907023835724906 1.0 0.00019709184 0 0
34 31 0 5.36928e-06 MF 0.9999885223225504 0.8496670861765815 1.0 0.00020303673599999999 0 0
35 31 0 5.747712e-06 MF 0.9999998140918899 0.7839429652810305 1.0 0.00015681469439999998 0 0
36 31 0 4.6990848e-06 MF 0.9999999982744066 0.7129349249049636 1.0 0.00018692587776 0 0
37 31 0 1.507963392e-05 MF 0.9999999999594282 0.6561443001328855 1.0 0.000285370351104 0 0
38 31 0 1.0231853568e-05 MF 0.997771201525197 0.9366691118267282 1.0 0.0002527481404416 0 0
39 30 0 5.16e-06 MF 0.932435117177536 0.9864075471627056 0.9875660181391385 0.00017095199999999999 0 0
40 29 0 3.1199999999999998e-06 MF 0.9620839179425874 0.9864075471627056 1.0 0.000392688 0 0
41 30 0 1.0464e-05 MF 0.976343763775979 0.9539097119402662 0.9723138877349401 0.0002213808 0 0
42 31 0 7.6927414272e-06 MF 0.9858801635540544 0.968765758717068 1.0 0.00028529925617664 0 0
43 31 0 7.27709657088e-06 MF 0.9927429529602336 0.9572564080275145 1.0 0.000249719702470656 0 0
44 31 0 6.510838628351999e-06 MF 0.9987106822018462 0.9278258627214265 1.0 0.0002282878809882624 0 0
45 31 0 6.2043354513407995e-06 MF 0.9998904599967817 0.8865629393205875 1.0 0.00026771515239530495 0 0
46 31 0 9.081734180536319e-06 MF 0.9999920842018083 0.8430780560587988 1.0 0.00028048606095812194 0 0
47 31 0 7.832693672214527e-06 MF 0.9999996147493098 0.7949990236979089 1.0 0.0002447944243832488 0 0
48 30 0 9.5856e-06 MF 0.9976084832002703 0.9070238357249062 0.9631221966642931 0.00021515232 0 0
49 6 0 0.0 MB 0.5 1.0 1.0 0.00010800000000000001 22 0 0 0 0
50 6 0 1.86e-05 MF 0.9223827357268342 1.0 1.0 0.0001272 0 0
51 5 0 0.0 MF 0.5 1.0 1.0 5.2799999999999996e-05 0 0
52 6 0 9.84e-06 MF 0.9632001620109811 0.9864075471627056 1.0 0.00015348 0 0
53 7 0 0.0 MF 0.5 1.0 1.0 7.98e-05 0 0
54 8 0 0.0 MB 0.5 1.0 1.0 9.479999999999999e-05 33 0 0 0 0
55 8 0 1.8e-06 MF 0.9229799474618385 1.0 1.0 0.00012791999999999998 0 0
56 9 0 0.0 MB 0.5 1.0 1.0 5.16e-05 27 0 0 0 0
57 9 0 1.0199999999999999e-05 MF 0.9215489169784645 1.0 1.0 0.00011004 0 0
58 34 0 0.0 MF 0.5 1.0 1.0 5.1e-05 0 0
59 9 0 5.88e-06 MF 0.962927680635704 0.9864075471627056 1.0 0.000158016 0 0
60 33 0 0.0 MB 0.5 1.0 1.0 8.76e-05 46 0 0 0 0
61 33 0 3e-06 MF 0.9229970213323223 1.0 1.0 0.00011724 0 0
62 33 0 3.6000000000000003e-06 MF 0.9632303317970101 0.9864075471627056 1.0 0.00012009599999999998 0 0
63 34 0 4.8e-06 MF 0.9225370340133268 1.0 1.0 9.12e-05 0 0
64 34 0 3.72e-06 MF 0.9334650618318905 0.9864075471627056 0.9875660181391385 0.00015827999999999998 0 0
65 34 0 5.087999999999999e-06 MF 0.9773362078627323 0.9539097119402662 0.9723138877349401 0.00019651199999999998 0 0
66 8 0 2.52e-06 MF 0.9631767795718055 0.9864075471627056 1.0 0.000244968 0 0
67 7 0 3.6e-06 MF 0.9228165051603263 1.0 1.0 0.00044232 0 0
68 6 0 1.2936e-05 MF 0.9780948094900345 0.9539097119402662 0.9729440871664418 0.000248592 0 0
69 6 0 7.5744e-06 MF 0.9855602107631345 0.9070238357249062 0.925836758847037 0.0002254368 0 0
70 5 0 2.4e-06 MF 0.9228706195602903 1.0 1.0 0.00015252 0 0
71 4 0 1.8e-06 MF 0.9219559385562419 1.0 1.0 0.00010008 0 0
72 23 0 0.0 MB 0.5 1.0 1.0 6.3e-05 48 0 0 0 0
73 4 0 4.32e-06 MF 0.9308977836429614 0.9864075471627056 0.9875660181391385 0.000148032 0 0
74 5 0 5.76e-06 MF 0.9329250048142901 0.9864075471627056 0.9875660181391385 0.000163608 0 0
75 4 0 1.5528e-05 MF 0.9474359039327589 0.9539097119402662 0.9585624300046881 0.0002122128 0 0
76 23 0 2.4e-06 MF 0.9231870044080189 1.0 1.0 0.0001002 0 0
77 22 0 0.0 MF 0.5 1.0 1.0 0.00012119999999999999 0 0
78 23 0 2.76e-06 MF 0.9633539426065434 0.9864075471627056 1.0 0.00012108 0 0
79 4 0 8.6112e-06 MF 0.9883889584908122 0.9070238357249062 0.9326476366355373 0.00017248512 0 0
80 3 0 3e-06 MF 0.9318803508261861 0.9864075471627056 0.9875660181391385 0.00035856 0 0
81 4 0 5.24448e-06 MF 0.9967562374794223 0.8496670861765815 0.8879042948310127 0.000229194048 0 0
82 5 0 6.504e-06 MF 0.9555643058486943 0.9539097119402661 0.9585624300046881 0.00026104320000000004 0 0
83 21 0 0.0 MF 0.5 1.0 1.0 5.4000000000000005e-05 0 0
84 22 0 3e-06 MF 0.9230619073470199 1.0 1.0 0.00012888 0 0
85 5 0 5.601600000000001e-06 MF 0.9784633601801404 0.907023835724906 0.9179975757600641 0.00020641728000000002 0 0
86 6 0 6.02976e-06 MF 0.9971314897808573 0.8496670861765815 0.8886735565971763 0.00017537472 0 0
87 5 0 4.04064e-06 MF 0.9927577738019461 0.8496670861765815 0.8703070154672106 0.00017916691200000001 0 0
88 5 0 5.216256e-06 MF 0.9992072311104477 0.7839429652810305 0.8321425547092424 0.0002174667648 0 0
89 22 0 7.2000000000000005e-06 MF 0.9333446519982754 0.9864075471627056 0.9875660181391385 0.000140352 0 0
90 23 0 3.504e-06 MF 0.9782330587663981 0.9539097119402661 0.9729440871664418 0.00012283200000000002 0 0
91 23 0 3.2016e-06 MF 0.9855961530307513 0.907023835724906 0.9258367588470368 0.0001265328 0 0
92 4 0 6.297791999999999e-06 MF 0.999466398014312 0.7839429652810305 0.8421478469520065 0.00016607761920000002 0 0
93 3 0 8.4e-06 MF 0.9518120837974974 0.9539097119402662 0.9585624300046881 0.000236424 0 0
94 4 0 4.9191168e-06 MF 0.999944655707255 0.7129349249049636 0.793780107241245 0.00016543104767999999 0 0
95 5 0 5.6865024e-06 MF 0.9999794500826209 0.7129349249049636 0.8118159527161818 0.00022618670592 0 0
96 29 0 9.648e-06 MF 0.9753434514654974 0.9539097119402662 0.9729440871664418 0.00023507519999999997 0 0
97 30 0 8.03424e-06 MF 0.9999219664430304 0.8470292267503089 0.9586525841017789 0.000191660928 0 0
98 29 0 6.8592e-06 MF 0.9840537953563714 0.9070238357249059 0.925836758847037 0.0006592300799999999 0 0
99 26 0 0.0 MB 0.5 1.0 1.0 5.6399999999999995e-05 73 0 0 0 0
100 25 0 0.0 MB 0.5 1.0 1.0 5.6399999999999995e-05 86 0 0 0 0
101 25 0 4.2e-06 MF 0.9226520215460852 1.0 1.0 0.00013536 0 0
102 26 0 2.4e-06 MF 0.9232762587409579 1.0 1.0 0.00011795999999999999 0 0
103 29 0 5.14368e-06 MF 0.9968642909591414 0.8496670861765813 0.8886735565971762 0.000350692032 0 0
104 4 0 5.56764672e-06 MF 0.9999789869956618 0.6561443001328855 0.7353692406993259 0.000146572419072 0 0
