0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 7.56e-05 0 0
2 35 0 0.0 MB 0.5 1.0 1.0 4.4399999999999995e-05 0 0 0 0 0
3 35 0 1.2e-06 MF 0.919292823457981 1.0 1.0 7.716e-05 0 0
4 1 0 0.0 MF 0.5 1.0 1.0 4.14e-05 0 0
5 2 0 0.0 MB 0.5 1.0 1.0 4.14e-05 3 0 0 0 0
6 28 0 0.0 MB 0.5 1.0 1.0 4.4399999999999995e-05 1 0 0 0 0
7 28 0 1.2e-06 MF 0.920800676328037 1.0 1.0 8.015999999999999e-05 0 0
8 28 0 2.2799999999999998e-06 MF 0.9608787716727867 0.9864075471627056 1.0 9.206399999999999e-05 0 0
9 28 0 2.112e-06 MF 0.9938802360475059 0.9539097119402661 1.0 9.68256e-05 0 0
10 3 0 0.0 MF 0.5 1.0 1.0 4.0799999999999996e-05 0 0
11 28 0 2.0448e-06 MF 0.9996134121169068 0.907023835724906 1.0 0.00011433023999999999 0 0
12 23 0 0.0 MB 0.5 1.0 1.0 4.2e-05 10 0 0 0 0
13 22 0 0.0 MB 0.5 1.0 1.0 4.14e-05 3 0 0 0 0
14 23 0 1.2e-06 MF 0.9202728715371347 1.0 1.0 7.62e-05 0 0
15 22 0 1.2e-06 MF 0.920300250396242 1.0 1.0 7.356000000000001e-05 0 0
16 23 0 1.68e-06 MF 0.9300691035420906 0.9864075471627056 0.9875660181391385 8.748e-05 0 0
17 23 0 1.872e-06 MF 0.9758999864109487 0.9539097119402661 0.9723138877349401 9.2592e-05 0 0
18 28 0 2.6179199999999997e-06 MF 0.9996764818706366 0.8496670861765813 0.9346972399491104 0.000102132096 0 0
19 3 0 1.2e-06 MF 0.921936149583762 1.0 1.0 7.392e-05 0 0
20 28 0 2.247168e-06 MF 0.9996089145489945 0.7839429652810307 0.8482554922615391 0.0001296528384 0 0
21 3 0 1.68e-06 MF 0.9322090885673545 0.9864075471627056 0.9875660181391385 0.000105768 0 0
22 26 0 0.0 MB 0.5 1.0 1.0 9.72e-05 3 0 0 0 0
23 3 0 3.072e-06 MF 0.9763097968446152 0.9539097119402661 0.9723138877349401 0.0001053072 0 0
24 4 0 0.0 MB 0.5 1.0 1.0 4.14e-05 11 0 0 0 0
25 3 0 2.4288e-06 MF 0.989874892258094 0.907023835724906 0.9339625375401838 9.972288e-05 0 0
26 23 0 1.9488e-06 MF 0.9975328006998282 0.907023835724906 0.9631221966642931 9.523680000000001e-05 0 0
27 22 0 1.68e-06 MF 0.9612086668009551 0.9864075471627056 1.0 0.00011582400000000001 0 0
28 21 0 0.0 MF 0.5 1.0 1.0 4.14e-05 0 0
29 20 0 0.0 MF 0.5 1.0 1.0 4.2e-05 0 0
