0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 9.9e-05 0 0
2 35 0 0.0 MF 0.5 1.0 1.0 5.16e-05 0 0
3 35 0 1.8e-06 MF 0.9179950379999483 1.0 1.0 8.964e-05 0 0
4 35 0 2.52e-06 MF 0.9594862781851184 0.9864075471627056 1.0 0.000102456 0 0
5 24 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 2 0 0 0 0
6 35 0 2.808e-06 MF 0.9935072331026831 0.9539097119402661 1.0 0.00010818239999999999 0 0
7 35 0 2.9232000000000002e-06 MF 0.9961589134848327 0.907023835724906 0.9555568978111432 0.00014707296 0 0
8 35 0 4.16928e-06 MF 0.9983734712262381 0.8496670861765815 0.905278369752709 0.000128429184 0 0
9 0 0 0.0 MB 0.8713937010571399 0.9864075471627056 1.0 0.0001074 5 0 0 0 0
10 0 0 3e-06 MF 0.9775735488892979 0.9539097119402661 0.9729440871664418 0.00011556000000000001 0 0
11 1 0 0.0 MF 0.5 1.0 1.0 6.18e-05 0 0
12 2 0 0.0 MB 0.5 1.0 1.0 0.0001266 9 0 0 0 0
13 2 0 1.8e-06 MF 0.921833033818588 1.0 1.0 0.00016823999999999997 0 0
14 24 0 1.8e-06 MF 0.9198670904388705 1.0 1.0 8.916e-05 0 0
15 25 0 0.0 MB 0.5 1.0 1.0 4.8e-05 10 0 0 0 0
16 26 0 0.0 MF 0.5 1.0 1.0 6.659999999999999e-05 0 0
17 24 0 2.52e-06 MF 0.9295439494526809 0.9864075471627056 0.9875660181391385 0.000103464 0 0
18 1 0 1.8e-06 MF 0.921389903933796 1.0 1.0 9.251999999999999e-05 0 0
19 2 0 3.1199999999999998e-06 MF 0.9620631896216564 0.9864075471627056 1.0 0.00013569599999999998 0 0
20 3 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 6 0 0 0 0
21 4 0 0.0 MB 0.5 1.0 1.0 4.7399999999999993e-05 18 0 0 0 0
22 5 0 0.0 MF 0.5 1.0 1.0 5.7e-05 0 0
23 22 0 0.0 MB 0.5 1.0 1.0 4.4399999999999995e-05 13 0 0 0 0
24 23 0 0.0 MF 0.5 1.0 1.0 4.5600000000000004e-05 0 0
25 28 0 0.0 MB 0.5 1.0 1.0 4.5600000000000004e-05 4 0 0 0 0
26 2 0 2.448e-06 MF 0.9776015077246903 0.9539097119402662 0.9729440871664418 0.0001184784 0 0
27 24 0 2.808e-06 MF 0.9527405832535626 0.9539097119402662 0.9585624300046881 0.0001073856 0 0
28 2 0 2.7792e-06 MF 0.9850251398252574 0.907023835724906 0.9258367588470368 0.00011399136 0 0
29 2 0 2.91168e-06 MF 0.9969901651541547 0.8496670861765815 0.8886735565971763 0.00011159654400000002 0 0
30 28 0 1.2e-06 MF 0.9217831810010259 1.0 1.0 8.364e-05 0 0
31 28 0 1.68e-06 MF 0.9623023663246869 0.9864075471627056 1.0 9.8856e-05 0 0
32 28 0 2.4720000000000002e-06 MF 0.9939984382320851 0.9539097119402661 1.0 0.00010494240000000001 0 0
33 28 0 2.1888e-06 MF 0.9996236850547741 0.907023835724906 1.0 0.00010557696 0 0
34 3 0 1.8e-06 MF 0.9226138660284942 1.0 1.0 8.075999999999999e-05 0 0
35 26 0 1.8e-06 MF 0.9208866950872715 1.0 1.0 8.844e-05 0 0
36 25 0 1.2e-06 MF 0.9222018410037741 1.0 1.0 8.1e-05 0 0
37 24 0 2.3232e-06 MF 0.9771487120607543 0.907023835724906 0.9179975757600642 0.00010535424000000001 0 0
38 35 0 3.467712e-06 MF 0.9997368719066041 0.7978941651710212 0.8766774650353684 0.0001119716736 0 0
39 24 0 2.12928e-06 MF 0.9962848516747597 0.8496670861765815 0.8851525860924482 0.00010394169600000001 0 0
40 1 0 2.52e-06 MF 0.9315085301663394 0.9864075471627056 0.9875660181391385 9.9408e-05 0 0
41 2 0 2.964672e-06 MF 0.9998693409224534 0.7839429652810307 0.868979181560423 0.00011603861760000001 0 0
42 1 0 4.008e-06 MF 0.9534522694633936 0.9539097119402661 0.9585624300046883 0.0001015632 0 0
43 35 0 3.1870848000000003e-06 MF 0.9999047897632839 0.7493776339417825 0.8345215244555537 0.00019418866943999997 0 0
44 0 0 2.4e-06 MF 0.9929990204586319 0.907023835724906 0.9409647476462838 0.00010862400000000001 0 0
45 0 0 2.1599999999999996e-06 MF 0.9974780502801263 0.8629767527438411 0.9081495854162394 0.00010404960000000001 0 0
46 35 0 3.07483392e-06 MF 0.999983345007436 0.6863611511926306 0.7853189110691559 0.00013767546777599998 0 0
47 24 0 2.051712e-06 MF 0.9998540106374421 0.7839429652810307 0.8675122672699563 0.0001021766784 0 0
48 25 0 1.68e-06 MF 0.9325490381270073 0.9864075471627056 0.9875660181391385 9.18e-05 0 0
49 25 0 1.872e-06 MF 0.9769950456678465 0.9539097119402661 0.9723138877349403 0.00012132000000000001 0 0
50 25 0 1.9488e-06 MF 0.9976693327934923 0.907023835724906 0.9631221966642931 0.000109128 0 0
51 25 0 2.57952e-06 MF 0.9999086644769688 0.8496670861765815 0.9586525841017788 0.0001030512 0 0
52 25 0 2.2318079999999998e-06 MF 0.9999983878253913 0.7839429652810307 0.9566948005345258 0.00011622048 0 0
53 24 0 2.6206848e-06 MF 0.9999978375089877 0.7129349249049638 0.8593871252815409 0.00010267067136 0 0
