0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 8.64e-05 0 0
2 1 0 0.0 MB 0.5 1.0 1.0 9.120000000000001e-05 0 0 0 0 0
3 24 0 0.0 MB 0.5 1.0 1.0 6.24e-05 2 0 0 0 0
4 35 0 0.0 MF 0.5 1.0 1.0 5.7e-05 0 0
5 35 0 1.8e-06 MF 0.9198434166732281 1.0 1.0 0.0001038 0 0
6 0 0 0.0 MB 0.8713937010571399 0.9864075471627056 1.0 0.00011496 4 0 0 0 0
7 35 0 2.52e-06 MF 0.9608694770059241 0.9864075471627056 1.0 0.00012312 0 0
8 24 0 1.8e-06 MF 0.9185400716980945 1.0 1.0 0.00011196 0 0
9 24 0 3.72e-06 MF 0.9246551572658385 0.9864075471627056 0.9875660181391385 0.000128184 0 0
10 1 0 4.8e-06 MF 0.9113341487412808 1.0 1.0 0.00012288000000000002 0 0
11 1 0 3.72e-06 MF 0.9256885938659251 0.9864075471627056 0.9875660181391385 0.000128952 0 0
12 2 0 0.0 MB 0.5 1.0 1.0 5.4000000000000005e-05 5 0 0 0 0
13 1 0 3.2879999999999997e-06 MF 0.974750706112124 0.9539097119402662 0.9723138877349401 0.0002099808 0 0
14 0 0 2.4e-06 MF 0.9770233264897631 0.9539097119402661 0.9729440871664418 0.000121584 0 0
15 1 0 4.3152e-06 MF 0.9884315736381338 0.907023835724906 0.9339625375401841 0.00015779232 0 0
16 24 0 3.2879999999999997e-06 MF 0.9743902293793848 0.9539097119402662 0.97231388773494 0.00012567360000000002 0 0
17 24 0 3.1152e-06 MF 0.9888446792266535 0.907023835724906 0.933962537540184 0.00012346944 0 0
18 24 0 2.44608e-06 MF 0.9975196034234979 0.8496670861765815 0.8942894773551059 0.00012318777600000001 0 0
19 2 0 3e-06 MF 0.9222966140206786 1.0 1.0 9.540000000000001e-05 0 0
20 24 0 2.778432e-06 MF 0.9998710690291481 0.7839429652810305 0.8718060544658647 0.0001272751104 0 0
21 2 0 5.4e-06 MF 0.9624474105291864 0.9864075471627056 1.0 0.00011135999999999999 0 0
22 3 0 0.0 MB 0.5 1.0 1.0 4.98e-05 12 0 0 0 0
23 2 0 3.96e-06 MF 0.9941746002552172 0.9539097119402661 1.0 0.000133944 0 0
24 3 0 1.2e-06 MF 0.9227980604364429 1.0 1.0 9.132e-05 0 0
25 4 0 0.0 MF 0.5 1.0 1.0 4.9199999999999997e-05 0 0
26 3 0 2.2799999999999998e-06 MF 0.9628889490169759 0.9864075471627056 1.0 0.000109128 0 0
27 28 0 0.0 MB 0.5 1.0 1.0 4.9199999999999997e-05 24 0 0 0 0
28 3 0 2.112e-06 MF 0.9779748515313257 0.9539097119402662 0.9729440871664418 0.00011505120000000001 0 0
29 23 0 0.0 MF 0.5 1.0 1.0 4.86e-05 0 0
30 28 0 1.8e-06 MF 0.921903327355977 1.0 1.0 9.348e-05 0 0
31 2 0 3.384e-06 MF 0.9966449419956406 0.907023835724906 0.955556897811143 0.0001777776 0 0
32 28 0 2.52e-06 MF 0.9321670565027099 0.9864075471627056 0.9875660181391385 0.00020419199999999999 0 0
33 2 0 4.9535999999999995e-06 MF 0.9970810906978892 0.8496670861765815 0.8889774740471424 0.00015031103999999998 0 0
34 1 0 3.52608e-06 MF 0.9974148221155189 0.8496670861765815 0.8942894773551058 0.000135116928 0 0
35 0 0 2.76e-06 MF 0.9844985488163972 0.907023835724906 0.9258367588470368 0.0001194336 0 0
36 0 0 2.304e-06 MF 0.9934672063343187 0.8496670861765813 0.8735743738855176 0.00011857344 0 0
37 0 0 2.7216e-06 MF 0.9991918765119294 0.7839429652810305 0.8334204615251806 0.000239429376 0 0
38 35 0 2.808e-06 MF 0.9763901521450837 0.9539097119402662 0.9729440871664418 0.00015544799999999998 0 0
39 35 0 8.932319999999999e-05 MF 0.7326981401319659 0.9070238357249062 0.9258367588470368 0.0001953792 0 0
40 0 0 1.1288639999999998e-05 MF 0.9999655313923022 0.7129349249049636 0.8123124032423453 0.0004179717504 0 0
41 1 0 3.210432e-06 MF 0.9994155753347473 0.7839429652810307 0.841708915576412 0.00019024677119999997 0 0
42 2 0 3.78144e-06 MF 0.9994642380860697 0.7839429652810307 0.840115361944911 0.00018252441599999998 0 0
43 3 0 2.6447999999999996e-06 MF 0.9853200124429948 0.907023835724906 0.925836758847037 0.00016242048 0 0
44 2 0 4.512576e-06 MF 0.9999822804630413 0.7129349249049636 0.8150509739205009 0.00019180976639999997 0 0
45 24 0 2.9113728e-06 MF 0.9999958934902625 0.7226337170344962 0.8612318910261331 0.00016551004416 0 0
46 35 0 4.052928e-05 MF 0.9840402938259954 0.8496670861765813 0.8886735565971763 0.00022095167999999999 0 0
47 24 0 4.16454912e-06 MF 0.99999845947888 0.6715067729513596 0.8140563254874952 0.000193404017664 0 0
48 35 0 1.9811711999999998e-05 MF 0.9996570486421906 0.7839429652810307 0.868979181560423 0.00021858067199999998 0 0
49 35 0 1.1524684799999999e-05 MF 0.9999962652912704 0.7129349249049636 0.8599816026127929 0.0002242322688 0 0
50 0 0 8.115456e-06 MF 0.9999989986363089 0.6561443001328856 0.802694919601564 0.00029558870016 0 0
51 0 0 6.8461823999999995e-06 MF 0.9999999979484316 0.5690221147057696 0.7986118375648451 0.00025443548006399996 0 0
52 35 0 8.20987392e-06 MF 0.9999999211552894 0.6561443001328856 0.8561581116611358 0.00029729290752 0 0
53 35 0 8.683949568e-06 MF 0.999999999844978 0.5676440367868291 0.8545884205771785 0.00021491716300800002 0 0
54 24 0 5.265819648e-06 MF 0.9999984060826984 0.6214508589444673 0.7455862100435099 0.0002885616070656 0 0
55 25 0 0.0 MB 0.5 1.0 1.0 5.46e-05 28 0 0 0 0
56 24 0 6.72e-05 MB 0.999308387771255 0.9114802111122513 0.7071273602257472 0.00019342464282623998 135 0 0 0 0
57 35 0 7.6735798272e-06 MF 0.7013810575722208 0.8986725331563887 0.8539537523792576 0.00016036686520320002 0 0
58 24 0 0.00021888000000000002 MB 0.8874820700181624 0.9628550038704695 0.8674970185765809 0.00015416985713049598 5 0 0 0 0
59 35 0 4.26943193088e-06 MF 0.966931351207688 0.9444359614221233 0.9558823308583352 0.00013734674608128 0 0
60 24 0 0.000861552 MB 0.9926142856703579 0.9505013960083195 0.7951508965242943 0.0001330679428521984 43 0 0 0 0
61 24 0 0.0009098208 MB 0.9996811093400062 0.9275169889519136 0.7050585893282507 0.00012702717714087937 30 0 0 0 0
62 2 0 4.8050304e-06 MF 0.999999837256572 0.6374454943432664 0.8037949504769064 0.00015052390655999998 0 0
63 24 0 0.00047912832 MB 0.9998164655053601 0.8927089240193421 0.6528628537165719 0.00014141087085635176 1 0 0 0 0
64 25 0 2.4e-06 MF 0.9232392425801709 1.0 1.0 9.624000000000001e-05 0 0
65 26 0 0.0 MB 0.5 1.0 1.0 8.159999999999999e-05 39 0 0 0 0
66 26 0 2.4e-06 MF 0.9229827416215832 1.0 1.0 0.00010824 0 0
67 25 0 3.96e-06 MF 0.9306551576684999 0.9848627598170249 0.9847731353639353 0.000111696 0 0
68 3 0 4.05792e-06 MF 0.9936877311538366 0.8496670861765815 0.8735743738855177 0.000136968192 0 0
69 26 0 2.76e-06 MF 0.963232085723489 0.9864075471627056 1.0 0.000115296 0 0
70 25 0 3.384e-06 MF 0.9503053789409756 0.9493027998597272 0.9504259692478616 0.00011307839999999999 0 0
71 26 0 2.9039999999999996e-06 MF 0.9942625421825989 0.9539097119402661 1.0 0.0001133184 0 0
72 3 0 3.423168e-06 MF 0.9985261122069545 0.7839429652810307 0.8200283925833172 0.0001231872768 0 0
73 2 0 3.72201216e-06 MF 0.999999926875556 0.5843771002984434 0.7410968257008762 0.000128009562624 0 0
74 3 0 2.5692672e-06 MF 0.9998781190772917 0.7129349249049638 0.7762340108556606 0.00011767491072 0 0
75 26 0 2.9615999999999997e-06 MF 0.9996402005106942 0.907023835724906 1.0 0.00011372736 0 0
76 4 0 1.2e-06 MF 0.9228903070494315 1.0 1.0 8.748e-05 0 0
77 3 0 2.2277068800000003e-06 MF 0.9999923450532295 0.6561443001328855 0.7529433324305003 0.000116069964288 0 0
78 26 0 2.38464e-06 MF 0.9999889782188081 0.8496670861765813 1.0 0.000113890944 0 0
79 26 0 2.7538559999999996e-06 MF 0.9999998234978151 0.7839429652810307 1.0 0.0001607563776 0 0
80 3 0 0.000357 MB 0.9988080424087327 0.9366691118267282 0.7422990733893648 0.0001868279857152 23 0 0 0 0
81 4 0 2.2799999999999998e-06 MF 0.9331982376793816 0.9864075471627056 0.9875660181391385 0.000108792 0 0
82 29 0 0.0 MF 0.5 1.0 1.0 5.46e-05 0 0
83 30 0 0.0 MB 0.5 1.0 1.0 9.539999999999999e-05 65 0 0 0 0
84 5 0 0.0 MF 0.5 1.0 1.0 9.24e-05 0 0
85 4 0 2.7119999999999996e-06 MF 0.9377591287133118 0.9520768496834661 0.9492105152474971 0.0001707168 0 0
86 5 0 3e-06 MF 0.9222301139647376 1.0 1.0 0.00016536 0 0
87 6 0 0.0 MF 0.5 1.0 1.0 9.06e-05 0 0
88 7 0 0.0 MF 0.5 1.0 1.0 9.36e-05 0 0
89 7 0 1.8e-06 MF 0.9230410200620479 1.0 1.0 0.00010344 0 0
90 7 0 2.52e-06 MF 0.9632212039451616 0.9864075471627056 1.0 0.000145176 0 0
91 6 0 3.6e-06 MF 0.9230150918582531 1.0 1.0 0.00013584 0 0
92 6 0 3.84e-06 MF 0.9337006943096469 0.9864075471627056 0.9875660181391385 0.000181536 0 0
93 5 0 4.2000000000000004e-06 MF 0.9626297794199553 0.9864075471627056 1.0 0.00020654400000000002 0 0
94 6 0 6.336e-06 MF 0.9774222480845285 0.9539097119402661 0.9723138877349401 0.0002040144 0 0
95 7 0 2.808e-06 MF 0.9942576865293623 0.9539097119402662 1.0 0.0001342704 0 0
96 7 0 2.9232000000000002e-06 MF 0.999639763195673 0.9070238357249062 1.0 0.00012210816000000002 0 0
97 7 0 2.96928e-06 MF 0.9999889360264008 0.8496670861765815 1.0 0.000116043264 0 0
98 6 0 7.9344e-06 MF 0.997716224708642 0.907023835724906 0.9631221966642931 0.00014940576 0 0
99 7 0 2.9877119999999997e-06 MF 0.9999998229582001 0.7839429652810307 1.0 0.0001136173056 0 0
100 7 0 2.3950848e-06 MF 0.9999999983581473 0.7129349249049638 1.0 0.00011804692224000001 0 0
101 8 0 0.0 MF 0.5 1.0 1.0 4.4999999999999996e-05 0 0
102 7 0 2.75803392e-06 MF 0.999999999967678 0.6561443001328856 1.0 0.000113818768896 0 0
103 8 0 3.6e-06 MF 0.923193945663884 1.0 1.0 8.400000000000001e-05 0 0
104 34 0 0.0 MF 0.5 1.0 1.0 5.7e-05 0 0
