0 0 0 0.0 MB 0.5 0.0 0.0 0.0 0
1 0 0 0.0 MF 0.5 1.0 1.0 6.6e-05 0 0
2 1 0 0.0 MB 0.5 1.0 1.0 5.1e-05 0 0 0 0 0
3 2 0 0.0 MB 0.5 1.0 1.0 4.5600000000000004e-05 2 0 0 0 0
4 3 0 0.0 MF 0.5 1.0 1.0 7.98e-05 0 0
5 4 0 0.0 MB 0.5 1.0 1.0 5.04e-05 2 0 0 0 0
6 29 0 0.0 MB 0.5 1.0 1.0 4.62e-05 5 0 0 0 0
7 26 0 0.0 MB 0.5 1.0 1.0 6.78e-05 4 0 0 0 0
8 3 0 1.2e-05 MF 0.9000878411874762 1.0 1.0 9.671999999999998e-05 0 0
9 26 0 1.2e-06 MF 0.9209946953248794 1.0 1.0 9.732e-05 0 0
10 3 0 7.8e-06 MF 0.9208358768995228 0.9864075471627056 0.9875660181391385 0.000104688 0 0
11 26 0 1.68e-06 MF 0.9617222388936223 0.9864075471627056 1.0 0.00011272800000000001 0 0
12 29 0 1.2e-06 MF 0.9204792253038622 1.0 1.0 0.00010127999999999999 0 0
13 29 0 2.2799999999999998e-06 MF 0.9289569624076429 0.9864075471627056 0.9875660181391385 0.00010531199999999998 0 0
14 30 0 0.0 MB 0.5 1.0 1.0 5.7e-05 5 0 0 0 0
15 31 0 0.0 MB 0.5 1.0 1.0 4.4399999999999995e-05 11 0 0 0 0
16 31 0 1.8e-06 MF 0.9215374990209918 1.0 1.0 8.376e-05 0 0
17 31 0 3.1199999999999998e-06 MF 0.9617924680747004 0.9864075471627056 1.0 0.000101304 0 0
18 31 0 3.048e-06 MF 0.9940155286073997 0.9539097119402662 1.0 0.0001527216 0 0
19 30 0 1.2e-06 MF 0.9222058498016654 1.0 1.0 0.00013680000000000002 0 0
20 29 0 2.7119999999999996e-06 MF 0.9752448754347579 0.9539097119402662 0.97231388773494 0.0001579248 0 0
21 30 0 4.08e-06 MF 0.9303393580164732 0.9864075471627056 0.9875660181391385 0.00014832000000000002 0 0
22 5 0 0.0 MB 0.5 1.0 1.0 4.9199999999999997e-05 11 0 0 0 0
23 30 0 4.032e-06 MF 0.9762109999714973 0.9539097119402661 0.9723138877349403 0.00012532800000000002 0 0
24 30 0 5.2128e-06 MF 0.9894554152276058 0.9070238357249062 0.9339625375401838 0.0001167312 0 0
25 30 0 3.88512e-06 MF 0.997658155763614 0.8496670861765815 0.8942894773551057 0.00012169247999999999 0 0
26 6 0 0.0 MF 0.5 1.0 1.0 4.62e-05 0 0
27 5 0 1.8e-06 MF 0.9224666359341672 1.0 1.0 8.688e-05 0 0
28 21 0 0.0 MB 0.5 1.0 1.0 4.4399999999999995e-05 26 0 0 0 0
